"ID","Orginal Price","Predicted Price"
1102000514,970000,720679
375000165,991700,873339
9165100375,510000,574752
8091400200,252700,217241
7985000010,251000,298384
3583300135,460000,585108
425079099,560000,1058604
319500080,764000,654451
1622049182,386000,383905
9544700730,914500,897860
3526039116,549000,613038
2212901130,210000,212553
9521100867,475000,441626
9542400010,745000,765122
8078460810,620000,562157
5021900175,5e+05,370608
7299600530,280000,206170
6379500227,579000,480058
3421069049,565000,189480
7936000463,838000,662574
2488200459,405000,400129
5126300510,419000,452091
9268851380,461000,461953
4031000250,150000,223463
8856971000,245000,282017
9557300040,539000,580972
2597710450,365000,427614
461001435,566000,559725
4441300170,1300000,1435173
6031400092,334950,365466
3629921000,950000,1052511
5418500800,825000,632035
7148200040,173000,289042
7883602650,250000,296343
4324500180,182000,268518
458000235,525000,469828
6914700130,520500,478316
1432701230,309000,274789
2896000510,490000,519214
624110450,835000,1072121
4232901525,665000,356456
5700000515,690000,465441
1274500240,205000,218541
9528104109,530000,415304
3288301030,623000,616146
1683800120,302500,346495
8860300220,612000,557902
6131600285,195500,214055
4189800020,367500,431351
3365900520,192500,215020
1761300110,260000,307272
2716600273,820000,732769
4299700095,254000,335454
2597520580,805000,695182
3831000010,235000,292171
2324079073,710000,663994
6384500535,499000,380804
5122400025,568000,420900
9358000550,420000,502433
1099900030,325000,352947
9274203036,930000,775129
3211270170,404000,383891
1449000260,493000,475886
7504021490,1080000,1095689
2125410210,430000,564703
6163901352,289950,389722
8143600015,348140,349720
1774000030,395000,589588
5104510490,312900,241338
6678900140,685000,652898
4054700300,680000,800520
7212680460,359000,335146
6705600020,919990,1000918
2397101606,2630000,2229919
5561200980,390000,468119
8077200470,590000,590138
3306200230,147000,270122
5057100080,469950,507444
7011201333,590000,618630
1560920200,525000,447444
5318101075,960000,498112
3331001285,180000,304232
1529200480,534640,588169
2113700060,4e+05,442002
6430500191,315000,296865
3645100240,443000,413051
1522600100,760000,712755
1720069075,530000,296387
1796370180,260000,301280
6824100014,437000,501596
3668001080,248000,206058
9393700110,430000,337346
6430000070,355000,458366
1826049225,460000,581979
8564860270,449990,452198
7920100083,348000,312640
7266200085,780000,489780
9238500040,4e+05,526514
46100350,1730000,1302581
1088800470,547500,760858
2738630040,613500,836600
5100403321,438000,453688
3904921070,590000,586241
1999600320,729000,672733
3822200164,423500,456450
7466900320,242000,285507
8074400035,315000,435090
2026049124,325000,446418
3449000010,294570,332127
7852030320,470000,447897
5100402767,397000,361335
3356402702,215000,240328
984200690,299000,356749
844000425,199999,161483
1454100480,378500,370339
3904930410,424000,393267
2025049192,527500,443918
8946750170,281000,227676
1257200020,555000,358679
2313900510,532500,416988
4447300008,530000,562966
1245003220,1205000,872078
6980500030,650000,955860
1370802115,1925000,1656659
3288200710,465000,496636
1761100190,225000,227946
1607100139,250000,338678
4058801325,319950,401595
3624039183,315000,408511
2044500213,449000,463221
9829201058,783500,774932
1939000030,652500,649223
2877104265,1062000,1014590
8663200450,490000,623525
9477200560,440000,480551
9385200045,729500,684771
4037400280,502550,461107
6625910100,415000,610734
9286730020,1802750,1026177
8100400160,7e+05,631302
3888100176,5e+05,479208
439000090,564500,474215
2545700020,458500,385750
3021059244,249950,221649
9471201175,1580000,1034811
16000015,219950,187158
869700370,350000,403476
9545240180,575000,459125
9290850800,965000,1067746
8100000060,208000,189807
8146100270,824000,628425
2423029009,465000,907816
3500100047,275400,343827
5272200035,390000,350254
3224079105,430000,425684
4024101421,320000,452485
646910150,183750,335208
2113701095,150000,248014
2768301214,395000,386207
3023000210,375000,343993
9274200314,568000,479300
7955030060,345000,424577
3211700035,557500,452710
2648500030,112000,192820
3860400100,950000,640489
9357000230,267000,262493
5244800895,595000,359827
1257201010,698000,451836
1625069101,1360000,1429246
5101406536,450000,445557
1085621740,306000,270229
7214810150,428000,472627
514500195,556000,493458
2767604254,425000,424243
1221000395,250000,230976
2826049234,425000,468120
1245003660,630000,581983
3327020290,3e+05,289078
2413300980,287000,411703
1284000010,330000,178027
8712100020,6e+05,387521
3425059066,618000,457173
3751602249,205000,235694
5244800125,650000,684621
7811200310,635000,552010
3052700472,499000,491798
3342103156,461000,628768
3825310180,860000,1009786
6819100150,677915,506349
2214800630,239950,295100
4140090420,433000,634645
7787400105,1865000,1068017
6385900090,277500,296693
8562700090,462600,494698
5466350160,205000,264725
4385700660,1085000,690472
9541800190,915000,1044111
1822039138,6e+05,1073032
2475900855,340000,307330
6084200060,4e+05,389343
6928000440,301950,328116
3438503014,230000,294037
1081300390,330000,453637
629000410,915000,624266
5200087,487000,598318
3880900245,7e+05,715393
1250203135,725000,614449
1962200036,6e+05,583518
2998800125,730000,716994
3764500090,655000,717831
1825069072,964000,1186405
11520030,640000,648908
4399200075,250000,282748
1472700200,630000,545733
3655500030,719000,800547
3969300030,165000,210355
3982700125,771000,708507
1818800289,795000,575478
7893203565,120000,209525
8122600165,273000,312386
4345000510,325000,297732
1624049291,557500,786215
2946000590,276000,312362
7215720680,587000,587304
2781270210,209900,197585
1130000005,1600000,1152568
1796100015,675000,411299
808300550,453250,508670
3305100230,820000,793607
2473420170,320000,381015
4215250310,828500,1035424
7982600030,219000,185374
192460060,330000,291367
1787600294,222000,349625
5595900355,257100,156680
7663700759,368000,434233
1545801630,233000,231285
7785000130,926250,610672
7895500070,240000,234014
1726600150,970000,1001497
4403600270,970000,1147890
6675500105,306000,367250
2768100186,515000,456993
9533100080,781000,421098
5416500520,3e+05,264743
7548800050,550000,463822
3630200780,1051000,940667
3738900165,385000,521601
5706300020,473000,376481
1525069058,568000,538545
1545803340,269000,309414
1446401550,225000,188373
7853302130,418500,375435
5100402782,511000,432272
293720140,449950,513574
4037200735,430000,496790
1338300010,842500,608767
191100045,940000,790194
1489300215,1210000,890468
2344300180,1027000,739121
3886902870,8e+05,711786
5095400760,337000,279115
2524049179,2e+06,909772
2871000300,755000,786585
2426049180,515100,577882
2113700780,320000,314429
8078400020,485000,442551
4171200025,299950,346697
8835770170,1488000,1853232
7518505851,552000,418527
2078500350,560000,456033
2864600105,819000,841811
1858600042,360000,409690
1657000070,250000,253182
7137300040,619000,640697
5412400170,259000,270263
7785000010,750000,450749
1453602360,1e+06,432910
1036450290,495000,548110
2330000015,740000,646156
3223059141,360000,307549
6450303820,245000,300124
6840700165,202000,305453
847100046,6e+05,568033
9492500010,879950,777899
1389600080,277950,225726
7004200060,309600,276428
9542830160,299900,256710
5560000480,169950,190311
8150100240,265000,230837
4060000020,299980,311827
9265700005,395000,431637
5104520620,291500,251552
4113800300,6e+05,610473
9286100300,483500,414788
3797000745,5e+05,478806
7129300595,158000,307021
7211401610,165000,255631
1328330590,346500,448750
1189000180,525000,390317
6792200282,254000,252408
3630180470,8e+05,724223
3224510290,920000,964398
622049114,2125000,2861137
2790410250,615000,684702
6699950310,350000,353069
3025059093,3100000,2064827
7129300500,315000,361927
2767600686,487000,489294
8728100781,375000,376938
955000430,540000,512830
1588600110,450000,380405
2571910210,305000,139207
322069153,364250,393686
2113700360,315000,661132
2926049376,220000,381460
2385200050,425000,565242
7955080270,322500,334052
6178930340,480000,638096
7338000950,187000,210226
1257201375,550000,433324
3303960060,1068000,1089079
8122100355,550000,599500
2023069059,790000,679293
1853080180,810000,745228
7504400620,418500,480275
3629920630,638000,582885
6613000935,2555000,1920349
1796351080,208000,249933
2976800550,280005,276344
7576700150,1325000,629994
6127011000,537500,445529
7983000200,250000,255661
625049318,605000,523809
8648220270,291500,258450
8113101070,334900,365036
1498302774,271310,236022
8651511250,605000,510764
3705000060,270000,341245
7773800015,750000,641320
8902000267,5e+05,618303
8718500095,415000,481027
3223059303,790000,587968
5706202070,511100,375087
6645900010,1470000,797435
3644100095,352900,351983
4060000440,241000,217016
2131200766,307000,482741
7855300460,1e+06,971940
809002435,725000,542515
6054650070,4e+05,378405
7300410110,390000,363171
2944500420,3e+05,341903
3276930420,585000,574987
2421059017,549900,318802
5469501530,575000,770272
3782100035,299000,350053
2026049122,425000,420601
2525049133,1398000,566988
1994200040,538000,423779
6071700160,603500,660080
7849201020,335000,331216
1843130530,279000,273435
3825310530,7e+05,698393
9558020460,427500,500992
1446401190,175000,201298
686400060,521000,551590
274000020,274000,340740
9346910500,7e+05,626736
8910500471,407000,435500
3361401210,209000,248491
7011201445,525000,515509
4127000095,653000,585594
6072100790,648000,608820
2629600016,625500,474302
6699940140,352000,349833
5422560900,450000,562961
1722069145,760000,578544
880000205,249000,330777
9551201295,527500,377957
5101402428,790000,579464
5612100065,4e+05,430624
7853302370,499000,447286
8857600490,201500,271978
291310370,366000,360270
1973800150,480000,624726
3629920030,520000,380948
4092300211,384000,406282
8850000517,480000,430946
3790700110,225000,314690
7853301220,425000,414061
7211400506,265000,317821
2267000458,497000,465917
2487200775,610000,538147
1438000390,469995,447242
3668000070,212000,169327
7899800915,216000,244481
5127000470,292000,413073
9834200165,704300,470873
1246700050,370000,356996
1525069088,442500,802771
5494000040,1444000,843680
7853280350,809000,819936
8656300385,305000,366721
8944360290,477000,463138
4443800030,575000,561221
1775920340,484000,490145
8945300040,225000,257549
6154900095,565000,492741
9478550430,316475,282404
1231001130,572000,458482
9268851630,520000,396261
8570900038,340000,267783
1433500050,549950,582390
8964800445,2260000,994178
4385700185,799950,569152
2979801095,495800,432465
2141310020,779000,672927
2268000370,190000,190063
6150700264,396000,462348
4139430340,1029900,951527
7972602435,287000,311621
1150000340,645500,701975
2333230270,328000,338263
1433100010,312000,358923
2911700020,1476000,1250848
8815400735,680000,719683
7300400580,328000,355165
1160000115,401000,639953
534000080,333000,278322
6719600030,837000,710106
1498301213,384000,394063
1776230060,435000,386525
4077800474,571500,545027
4219400465,950000,718788
5469700260,340000,355725
8589100090,415000,414285
2917200085,350000,424998
1873100490,760000,890412
4046700210,345000,430875
6413600151,460000,463911
5700000180,760000,655321
7852180340,430000,407328
8562890430,386500,462027
3123039082,467500,392784
8691360380,865000,911416
4140500180,545000,654509
4233600190,1065000,943381
7234600796,495000,478116
8121100395,645000,325765
6795100589,663000,451327
9828700235,669000,486659
6150200060,370037,458300
5196410260,1e+06,1146285
5466400550,210000,238502
3022079094,675000,510622
1755700090,405000,478143
925069152,890000,906402
3536900110,1362500,929133
2154900040,194250,242881
8732130730,280000,294421
3760500222,830000,643062
4137000590,322500,255864
8099900490,420000,382976
3021059175,235000,272099
6056100383,380000,445070
6151800612,162000,231262
621049103,305000,302053
880000208,320000,443333
3544400236,494000,429592
7205500120,280400,333172
8651441620,210000,271392
9211010440,535000,591728
2560805440,283500,215285
461004720,563000,457077
1234000630,525000,512994
3204900010,550000,822935
222069029,535000,399890
6799300130,3e+05,345418
1321720170,610000,645513
8910500237,350000,443583
4083300070,870300,629002
4003000110,865000,889024
3629200020,960000,812471
1085610030,725500,691448
151000075,856000,645318
6788200800,1185000,798354
9831200186,690000,672946
7878400135,355000,383002
1338800785,1234000,722408
868000415,643500,570531
1370802650,605000,521822
2592400250,445000,493984
9498200046,443500,361351
4040800090,390000,384226
1250201550,735000,666914
1926049398,359000,448958
626400020,734000,928875
6669080120,405000,391012
6371000079,575000,597669
4331400090,270000,273243
8651430210,217000,215557
642800130,724500,674133
3451000442,257500,289066
1238500978,365000,339331
6190701146,520500,612513
2954400310,1769000,1881764
3343301393,789888,794212
6056100114,477000,425098
7548300441,3e+05,241713
5016002180,780000,716644
2301400470,635000,509295
3726800220,348000,393600
9286000110,1355000,1577065
626059127,614000,830421
3223039010,260000,232206
2425059144,607500,540277
3528900160,655000,403507
7298000090,490600,477606
8820901792,640000,958491
4229900140,310000,229292
1854750010,1150000,1047595
2310100230,380000,337598
3630090050,690000,799113
7202330410,491150,395944
5727500102,195000,412307
3832050760,270000,253494
2483200060,678500,643240
5710500230,545000,478208
6326000130,538000,522630
3990000050,465000,406887
7923300310,495000,466627
7287700059,367950,551374
2191600780,219000,222345
3276920270,832500,957441
3438503230,395000,544222
2739200160,333000,331837
2525049259,2187730,1203582
1383800015,524000,495736
1446401290,214950,275835
7100000120,474900,342243
9264901510,240000,307151
2025049203,399950,331602
9274203390,570000,443663
9407000920,234000,237143
1643500072,375000,572564
7128300855,313000,372173
3585900785,930000,969409
3975400260,749500,559871
7631800015,2510000,2461723
3356406510,196440,188602
5470100090,210000,257239
7812800565,289500,245691
4292300010,405000,511694
7504000230,675000,751131
6620400025,245000,324028
9126100850,534000,457674
7202290320,440500,402879
8656800190,280000,369227
6203000160,460500,408419
4036800910,562000,451328
4139400630,860000,787127
9435300030,550000,273897
4321200970,555000,700802
8691410730,708000,708475
226039317,750000,822346
2725069162,772000,693800
3395350210,810000,835370
7149400450,287000,319024
4397010350,364900,556632
3066200460,572500,648228
6979900080,635000,615950
3726800285,346000,367588
7950700120,279000,281707
6190500380,546200,783920
9253900417,1600000,1569123
4322500110,670000,539943
6149700194,319950,424004
5412100920,250000,259219
1099600090,205000,264005
8146100370,735000,521346
1070000110,1035290,746147
922059161,365000,373794
1545800710,258000,261137
7555200230,691000,573828
3904100041,290750,338302
4389201250,2450000,1227972
797000258,350000,444515
226039270,615000,779835
7849202299,320000,384704
1980200384,825000,1154720
7821200307,515000,399401
326069132,643000,434422
9558040230,438800,574505
7228501745,935000,346498
9510930350,429000,491232
5162100820,345000,392980
6082400083,166000,266251
1138000160,343000,405433
1189000492,405000,438527
7852130640,432500,389432
4221250100,580000,482122
537000445,282950,271474
510002519,466000,368105
8691350130,715000,792538
3332500100,475000,415953
3750605674,270000,254362
3629910210,699950,618563
2768100510,649000,589416
524069011,622500,619418
3904901330,449950,365619
4046400010,535900,522016
7701960720,1080000,1275468
2144800117,270000,357409
1523049083,196700,266310
3121069036,617000,272991
1604600085,4e+05,370375
203900460,407450,397787
1545806720,254950,341246
9521101315,6e+05,406008
7732000045,757000,529954
9211010900,580000,556989
3361401025,207000,274049
7750500275,397500,397966
9133600135,160000,374481
7203100730,875000,936422
7231501665,277000,288684
5393601050,445000,430340
4376700430,572000,526816
3601200017,175000,240805
3905100070,467000,424868
1370801440,1400000,1288423
6817850110,785000,1053153
705700210,320000,280782
1562200240,550000,636207
1823039205,585000,519900
4202400135,177500,296178
3629921160,753888,714771
8121100147,390000,329344
7212651210,320000,284195
1523049207,220000,303138
2425069069,587000,447335
98000750,1165000,1207807
257000263,182200,234203
6802200670,272000,139147
3330500335,325000,279069
8819900270,440000,373793
7853340450,415000,413071
9808610410,640000,669891
3343901961,255000,343649
1245500725,675000,415916
8850000180,295000,343959
8673400141,473000,466670
7987400285,494900,460460
5540000050,299000,352763
3204950120,602500,619392
8857100180,350000,480161
8085400376,2320000,1543315
1176001195,375000,448978
3296900130,518000,639968
7202360010,866000,907283
1338600175,940000,637293
1972201772,650000,637072
2804100095,724800,591228
106000015,435000,368737
6758700050,812000,944344
722079056,352500,364773
2140950160,390000,410527
8121200620,550000,508159
6145600855,502000,478038
3425059206,725000,588029
774100355,370000,598817
4083302370,775000,465069
1698900075,740000,880872
7287100177,525000,691227
9287800135,1105000,781139
7588700080,925000,902845
3738900035,298800,294883
1853000030,775000,884245
1839920050,435000,436105
7853310150,625000,587030
6870300090,539000,502149
3176600105,750000,606622
8143000280,478000,383073
1231000510,263000,298610
7299600920,279000,224532
3630130130,663000,532566
6064800060,330000,433747
4139900120,1415000,1695010
3578401060,625000,547031
5104540610,459950,446716
7888100090,160000,219622
1088020070,645000,673768
3630010020,376000,416269
5739601300,605000,339097
4123810140,429800,347222
1400300055,425000,234320
1330300300,1900000,982108
3277800845,370000,323162
3396820010,542000,577894
1025039086,1875000,2102516
3410600335,325000,264817
1819800042,460000,377214
1122059037,380000,297831
2215900800,290000,301897
985001082,246000,319028
2607730490,417000,384727
986000045,240000,338465
1909600115,420000,456907
3990200020,359000,348869
1836980160,807100,700591
985000833,209977,301872
7853420110,625000,625919
2377000040,288000,220736
5035300085,730000,547949
1854900470,715000,587422
3303850390,2983000,3724829
9485920120,290000,310313
710600160,665000,564562
3362401935,549000,409449
2607801120,830000,800546
9541800010,830000,876458
2473370750,430000,678409
9541800065,625000,516933
5561400610,542500,456310
3332500085,489950,530749
2887703186,574800,543076
1774000170,419950,513956
2122059198,335000,382899
7978800621,229000,230852
3211700045,592000,605758
1687000240,276000,347304
8651580310,621138,590247
6145600041,306000,431567
7812801925,230000,299943
7774200070,725000,676044
827000110,308000,394637
9550201495,765000,621122
9269200831,392000,303936
6840701125,638000,575398
9530101290,7e+05,580841
9834201370,430100,416745
2325300037,358000,486713
3800008,178000,338125
7732410360,752888,771771
8917100020,1150000,1151018
2122039094,705000,1016202
1088650310,530000,631758
8656300380,272000,385247
9325200110,569950,530530
5151600040,200126,351955
6372000190,745000,565423
1782000130,383000,407591
3627800050,1375000,1385661
3822200105,380000,555227
4237900645,475000,458920
925059219,664000,635378
5592200010,445000,506935
395300100,489200,545776
8937500020,325000,369220
4178300080,836000,780261
3331000455,230000,290679
7625702400,355000,268216
8039900130,458000,334416
8651430370,150000,215543
3221069057,280000,150878
7853340860,420000,417650
1245003330,1260000,886284
6392003810,530000,448970
7199310290,583500,467827
7784000100,6e+05,510078
7852110740,645500,628727
9206950110,369000,404175
7579200915,920000,1092746
2917200365,445434,432205
3438501081,315000,270141
4365200865,384950,382884
1105000373,252500,340185
3826000560,173000,292529
3762900130,350000,398997
2915200210,5e+05,296747
6979940050,8e+05,712495
6403510410,405000,406465
1773100980,309000,377337
452001570,576250,514285
2024059130,928950,818197
7399300860,290000,351276
2623089141,476500,393042
1274500420,234000,255981
6430500219,415000,408684
205000050,735000,749958
65000260,830000,1047734
3959400345,589500,675223
5307100280,680000,513940
3425079088,509950,739599
3693901105,630000,522004
4017050020,450000,507821
7883608693,191000,287379
3410600100,345000,255883
2591720160,674950,665769
6639900176,551000,549917
8856500220,375000,631141
3856900590,640000,516861
2616700520,285000,273731
4027700456,510000,619667
7131300025,210000,282254
8835700010,919000,1015345
3365900465,170000,249069
7853310590,658000,638834
7766200013,775000,502839
2698200010,165000,309132
3260701160,286500,305950
4253400104,380950,340960
7923000360,538000,465875
521049227,950000,1202290
5018200110,287000,389981
6056110430,629000,605939
5101402472,340500,357739
7340600845,185000,294210
243000335,305000,276391
8860310240,505000,622939
8011100050,350000,356198
8928100125,550000,433364
3990200125,385000,424609
3235100080,260000,311940
2254501620,5e+05,334514
7760400480,288000,262415
3626039229,340000,291955
1422069070,472000,306607
2895600095,550000,473787
2206500430,525000,428620
2267000485,635000,598273
4045750010,624950,636165
7708200600,498000,480209
3581000340,340000,396074
2484700145,559000,477775
1336800185,1185000,853884
686800065,667500,645349
808300460,415000,478300
4107100190,2500000,1317990
3221069054,760000,395891
9268200585,555950,397168
582000675,580000,406619
1898600100,218250,221987
7225000090,245000,288699
6664500090,750000,1030404
6072760210,437850,610644
8928100025,750000,533870
6137500320,1229000,1027691
4019300155,911100,918314
6619510060,499000,520002
1923800135,495000,514460
7272001805,418200,328102
9264030040,425000,468931
9315100210,227490,326719
7338401759,268000,340943
4217402162,1185000,887309
2296700470,465000,498020
8961990160,567500,504512
5419800330,240000,316258
7683800010,205000,283898
6679000720,296000,265390
6117900010,755000,822306
1024069027,1139990,946007
7895500550,190848,261275
1624049275,327000,354475
7226500100,373000,472136
9264900880,263000,336220
9835800840,215000,352495
2622029073,437500,431365
6403500290,407500,411123
6067900640,391000,490686
2723069147,635000,525416
9524100050,360000,458198
424069206,835000,795432
9275200080,295000,213385
8682292190,850000,759866
6806100340,290000,371951
7202330160,440000,381689
7202261260,571000,517098
486000520,1370000,1172144
3905120330,575000,530750
3185600055,495000,670064
3342102385,376000,588022
9265700045,3e+05,431483
3438500037,545000,468983
1777600450,730000,625453
8731960540,242000,295611
623069068,425000,622193
7349660050,268000,224675
2492200335,901000,368870
9839300875,8e+05,493134
8562770490,571000,530085
1777600900,710000,710409
7420200050,623000,633101
222029026,340000,656677
7852010840,595000,519246
2926049408,4e+05,614279
7740100260,9e+05,852898
8562800250,596000,651702
9545230140,597750,487746
8732020720,318989,350839
8581200240,255000,263118
2473480210,306000,352212
114100131,559950,767963
8005100571,215000,166466
5667100045,453500,503944
446000190,849000,764412
6742700210,1050000,910859
272000945,826000,1059824
5603700025,732000,696964
6021502830,4e+05,403693
1774000200,4e+05,456387
3521069150,431000,355261
1240700006,870000,618819
255550150,352000,499406
2923039217,350000,367720
1042700300,829995,753854
1442880160,483453,473499
1471701170,335000,327949
2591010150,405000,417785
7548300326,290000,383514
2768301217,580000,510801
1026069044,785000,867264
293070010,849990,755725
1420700030,597157,716730
8651411460,214000,241038
3359500960,480000,391064
1546600120,830000,891334
3323500010,1150000,622496
7518500985,591500,483756
2268000470,241500,233977
9550204515,542000,359165
7217400895,550000,416340
524069020,1050000,1053961
3438500036,545000,543413
6154900070,7e+05,602753
3303990410,1096500,1113706
7772800020,750000,794826
5255710010,435000,598976
7893802800,425000,388083
6169901130,1385000,866791
5703500130,299500,277060
2310030390,275000,288624
5100402764,740000,394255
9842300095,365000,348992
4377000100,704000,717519
3905080870,510000,472949
1250200600,390000,351735
832700240,325000,459251
2194100050,850000,822503
2787460430,299950,291474
7789000260,269000,336446
1423900580,280000,271818
5152920170,549000,690933
7893207925,265000,211760
2223059099,284000,335210
8651520160,645000,567599
6145601599,250000,421661
7237500590,1320000,1776645
623049232,115000,178229
7234601140,685000,557132
6450304630,229000,303035
2591820310,365000,436276
522059158,230000,310338
2391601195,1050000,1098547
3528000310,1130000,1117449
9828702518,479000,423461
2387400120,650000,705266
3025059072,1749000,931290
809002215,762000,597843
1822059331,215000,275905
6667400090,845000,1104276
8645540290,358000,405750
6145600865,449250,476201
7518508625,9e+05,545348
9407150240,295000,244620
4365200630,450000,423866
8151601090,445000,507225
3388000640,220000,297793
1036100130,442000,557744
255450380,324747,338615
3220079017,432000,206984
6204050040,489900,567496
6700390100,245000,321111
3260570290,549900,846619
2767603612,489000,474051
5104510340,358000,276201
1176001124,598950,504348
7116500925,206000,206763
1853081250,8e+05,722821
6381500170,235000,305749
7298040310,556000,688724
4058800930,385000,442438
5634500182,396000,511087
3575302938,405000,354348
1022059032,401500,521310
2525059127,445000,378360
5126310400,480000,502157
4217401055,1400000,746052
3797700030,262500,294756
2868900020,215000,229047
3223049073,235000,216425
2896310120,545000,452979
7227502155,208000,225063
2115510340,275000,302685
795000405,285950,266477
8029550160,433000,442131
3876312620,395000,459480
646910020,250000,309673
9477100490,441500,436475
5096300140,398500,537940
7202270440,650000,535488
2459960030,343888,336551
3764500230,661000,566697
8651411260,128000,193981
2919201385,275000,233689
7327500270,445000,263912
8075400360,239000,285233
3438500625,210000,271906
4045500950,425000,422140
5104520720,353500,255604
4077800029,630000,643505
9477100330,4e+05,424840
2781250100,394000,330906
2770604082,629950,602176
2138000120,435000,500962
2423020260,461000,489573
9578050120,1325000,1666013
2921049079,299000,220813
4239400300,90000,169908
1982200790,550000,420464
255400060,910000,809016
2767704252,478000,492458
3224800120,250000,351810
5249801411,725000,761514
3874900090,448000,373935
1645000580,270000,184432
7866000158,320000,368328
3861400061,641000,400151
3226049134,330000,302854
8091670200,408000,379853
1075100050,330000,439035
5636010280,269950,251618
2595650060,354450,389203
9286100150,475200,416156
7635800180,320000,244334
722059002,380000,461931
6204420070,452000,446573
3880900010,2400000,993839
6071400710,648000,578064
7936000252,521000,438856
200350070,559900,742070
3021059155,161500,240689
7446500010,664500,774664
629650030,317500,252297
104510340,276200,249074
2460900010,364000,341879
3124059006,1250000,1415294
9478550110,299950,284036
1947300115,464000,345802
7202360350,780000,801799
5315101716,780000,454569
2824089053,474950,394681
7529500030,385000,453817
3991400080,499900,516677
9297300045,550000,794771
1924069039,869000,752163
3751600025,139000,200340
1153000040,650000,630402
3374900035,440250,517727
2781230070,419950,492011
9286100320,471000,472677
2113701200,250000,231471
7283900036,402500,398673
1250200414,365000,343589
7861000021,309933,231447
8691510290,385000,374962
6082400260,231500,340181
522059327,157500,176292
3904901200,530000,519944
662440030,435000,525615
2524000050,1393000,1102959
7922800320,561750,539056
7140200380,275000,317521
3601200465,340000,375845
6917700665,580000,433547
4058200985,472000,562435
3750605349,210500,234563
2767601100,513000,492806
9455200570,632000,497101
2799800180,333000,409279
9165100130,450000,363335
7010700210,605004,567165
424049039,570000,515862
2944510080,242550,316069
9315300260,189650,189590
3750605620,225000,235752
7205000080,268000,312346
293620180,9e+05,922884
2501600150,194000,314732
7237501380,1267500,1124114
9264910900,295500,364756
3123039136,295000,350096
3271301175,661000,413342
1923000370,947500,945695
6372000280,560000,468143
3856900507,1315000,991560
7600065,465000,500578
1225039067,455000,472094
2158900140,695000,503375
3303700221,735000,519008
3447000030,510000,480645
6817801150,555000,678215
3322049095,240000,330288
2450500110,780000,452545
9521100106,440000,433995
6134500220,583800,549766
3333001430,509000,418283
1328340380,315000,288319
2391600165,475000,538868
5458800425,795000,509087
9842300485,380000,408041
2320069189,299990,214968
1136100072,455000,521631
6300000287,410000,442556
7227502507,545000,598172
8100900015,317000,402417
2204500480,551100,457135
4006000251,226000,245257
2407900550,448000,402952
3797300140,303000,180843
3303980090,1050000,1110632
1172000150,238000,260780
1868900035,840000,591384
6084601060,270000,280984
7224500010,253000,372994
7202260300,610000,595988
7517500085,712500,466269
1523049188,84000,201034
1049000060,325000,429679
1822059382,243000,268382
5589300205,274000,437561
7217400389,547500,496595
6613000715,1340000,881325
8078400010,530000,523618
8901001170,458000,460905
7686205020,144975,170513
5680000750,385000,484297
9828701745,480000,246957
2824069373,765000,909406
2215500080,580000,502312
2211300260,367000,461552
6844703240,1075000,855586
6300000213,255000,342655
291310270,375000,420854
7923600330,520000,461810
6021500320,709000,508439
8567300140,545000,562458
9542830430,3e+05,276570
2968801315,361810,336431
